feature,n_methods,score,mw_rank_score,rf_rank_score,elastic_net_rank_score,mi_rank_score,in_mann_whitney,in_random_forest,in_elastic_net,in_mutual_info,rank
s__Lachnospira_eligens,3,1.7070331138467412,0.0,0.625250501002004,0.23809523809523814,0.8436873747494991,0,1,1,1,65
s__Leuconostoc_mesenteroides,3,1.6974615898463594,0.6333333333333333,0.9158316633266533,0.0,0.14829659318637278,1,1,0,1,66
s__GGB3653_SGB4964,3,1.6755733689601424,0.0,0.6933867735470942,0.7777777777777778,0.20440881763527052,0,1,1,1,67
s__GGB34228_SGB53814,3,1.6725673569360944,0.2777777777777778,0.9218436873747495,0.0,0.47294589178356716,1,1,0,1,68
s__Erysipelatoclostridium_ramosum,3,1.6588287686484078,0.6888888888888889,0.8296593186372745,0.0,0.14028056112224452,1,1,0,1,69
s__Bifidobacterium_catenulatum,3,1.6209752839011355,0.4666666666666667,0.6392785571142284,0.0,0.5150300601202404,1,1,0,1,70
s__GGB9636_SGB15108,3,1.6171899354264085,0.24444444444444446,0.8156312625250501,0.0,0.5571142284569138,1,1,0,1,71
s__GGB9719_SGB53514,3,1.5769316410598977,0.2222222222222222,0.5951903807615231,0.0,0.7595190380761523,1,1,0,1,72
s__Lachnotalea_sp_AF33_28,3,1.5654801666825715,0.0,0.6172344689378757,0.3650793650793651,0.5831663326653307,0,1,1,1,73
s__Senegalimassilia_SGB14826,3,1.543910042306836,0.47777777777777775,0.6613226452905812,0.0,0.4048096192384769,1,1,0,1,74
s__GGB9618_SGB15065,3,1.5430193720774883,0.3666666666666667,0.8857715430861723,0.0,0.29058116232464926,1,1,0,1,75
s__GGB9635_SGB15103,3,1.52812291249165,0.1333333333333333,0.685370741482966,0.0,0.7094188376753507,1,1,0,1,76
s__GGB9198_SGB14137,3,1.524315297261189,0.033333333333333326,0.8637274549098196,0.0,0.6272545090180361,1,1,0,1,77
s__GGB3619_SGB4894,3,1.5177974997614276,0.0,0.46893787575150303,0.5238095238095238,0.5250501002004009,0,1,1,1,78
s__Escherichia_coli,3,1.5152209180265293,0.0,0.6833667334669339,0.38095238095238093,0.45090180360721444,0,1,1,1,79
s__Eisenbergiella_massiliensis,3,1.5083723001558673,0.5444444444444445,0.7414829659318638,0.0,0.22244488977955912,1,1,0,1,80
s__GGB3304_SGB4365,3,1.471097751057671,0.1444444444444445,0.8697394789579158,0.0,0.45691382765531063,1,1,0,1,81
s__GGB4642_SGB6422,3,1.4563126252505012,0.30000000000000004,0.3527054108216433,0.0,0.8036072144288577,1,1,0,1,82
s__GGB2652_SGB3573,3,1.4529948786461813,0.5111111111111111,0.5711422845691383,0.0,0.3707414829659319,1,1,0,1,83
s__GGB9480_SGB14874,3,1.4453128479180584,0.6777777777777778,0.4188376753507014,0.0,0.3486973947895792,1,1,0,1,84
s__Mediterraneibacter_SGB48424,3,1.4170340681362723,0.9,0.44889779559118237,0.0,0.06813627254509014,1,1,0,1,85
s__GGB2653_SGB3574,3,1.3884276489486909,0.0,0.6513026052104208,0.6349206349206349,0.10220440881763526,0,1,1,1,86
s__Blautia_sp_MSK_20_85,3,1.3748767376021886,0.0,0.6212424849699398,0.5873015873015873,0.16633266533066138,0,1,1,1,87
s__Clostridium_sp_OM07_10AC,3,1.3690492095301714,0.28888888888888886,0.7615230460921844,0.0,0.3186372745490982,1,1,0,1,88
s__GGB4597_SGB6359,3,1.3527372204726915,0.0,0.4889779559118237,0.39682539682539686,0.46693386773547096,0,1,1,1,89
s__GGB36267_SGB14177,3,1.3415720329547987,0.11111111111111116,0.7995991983967936,0.0,0.4308617234468938,1,1,0,1,90
s__Pseudoflavonifractor_sp_An184,3,1.3138721888220886,0.15555555555555556,0.6472945891783567,0.0,0.5110220440881763,1,1,0,1,91
s__Pseudoflavonifractor_capillosus,3,1.309857810859815,0.0,0.597194388777555,0.47619047619047616,0.23647294589178358,0,1,1,1,92
s__Blautia_producta,3,1.298997995991984,0.8,0.11623246492985972,0.0,0.3827655310621243,1,1,0,1,93
s__GGB4754_SGB6584,3,1.296192384769539,0.19999999999999996,0.6773547094188377,0.0,0.4188376753507014,1,1,0,1,94
s__Eubacterium_sp_AF16_48,3,1.2945573687056653,0.0,0.6372745490981964,0.6031746031746033,0.054108216432865786,0,1,1,1,95
s__Traorella_massiliensis,3,1.2712727041384355,0.0,0.17835671342685366,0.12698412698412698,0.9659318637274549,0,1,1,1,96
s__Veillonella_rogosae,3,1.2699621465152529,0.1777777777777778,0.3186372745490982,0.0,0.7735470941883767,1,1,0,1,97
s__GGB9618_SGB15064,3,1.269227343576041,0.21111111111111114,0.5831663326653307,0.0,0.47494989979959923,1,1,0,1,98
s__GGB9785_SGB15408,3,1.2681585393008237,0.07777777777777772,0.845691382765531,0.0,0.34468937875751504,1,1,0,1,99
s__Clostridium_sp_1001270J_160509_D11,3,1.2662467792728314,0.0,0.6412825651302605,0.4285714285714286,0.19639278557114226,0,1,1,1,100
s__GGB35597_SGB49163,3,1.2573814295257182,0.23333333333333328,0.4869739478957916,0.0,0.5370741482965932,1,1,0,1,101
s__GGB9627_SGB15081,3,1.2547953048955054,0.0,0.45691382765531063,0.5714285714285714,0.22645290581162325,0,1,1,1,102
s__GGB9328_SGB14291,3,1.2087731017590735,0.0444444444444444,0.5150300601202404,0.0,0.6492985971943888,1,1,0,1,103
s__Ruminococcus_bovis,3,1.1785348474727233,0.022222222222222254,0.33266533066132264,0.0,0.8236472945891784,1,1,0,1,104
s__GGB3005_SGB3996,3,1.148137544931132,0.0,0.5931863727454909,0.015873015873015928,0.5390781563126252,0,1,1,1,105
s__Mediterraneibacter_butyricigenes,3,1.1345230142825335,0.0,0.9138276553106213,0.17460317460317465,0.04609218436873752,0,1,1,1,106
s__Clostridium_sp_AF34_10BH,3,1.1275567007029932,0.0,0.40280561122244485,0.2698412698412699,0.45490981963927857,0,1,1,1,107
s__GGB4569_SGB6310,3,1.1112701593663519,0.0,0.27855711422845686,0.09523809523809523,0.7374749498997997,0,1,1,1,108
s__Phascolarctobacterium_succinatutens,3,1.10875083500334,0.06666666666666665,0.6953907815631262,0.0,0.3466933867735471,1,1,0,1,109
s__Ruminococcus_gnavus,3,1.0751503006012024,0.5,0.2585170340681363,0.0,0.3166332665330661,1,1,0,1,110
s__GGB3677_SGB4990,3,1.0584502338009352,0.16666666666666663,0.6272545090180361,0.0,0.2645290581162325,1,1,0,1,111
s__GGB4604_SGB6370,3,1.002990107198524,0.0,0.5470941883767535,0.3015873015873016,0.15430861723446898,0,1,1,1,112
s__Faecalibacillus_intestinalis,3,0.9959919839679359,0.0,0.9519038076152304,0.0,0.044088176352705455,0,1,1,1,113
s__Blautia_SGB4833,3,0.9945001113337787,0.18888888888888888,0.5490981963927856,0.0,0.25651302605210424,1,1,0,1,114
s__Blautia_luti,3,0.9743614212552089,0.0,0.781563126252505,0.15873015873015872,0.034068136272545124,0,1,1,1,115
s__Gordonibacter_urolithinfaciens,3,0.8969717212202182,0.5222222222222221,0.16633266533066138,0.0,0.20841683366733466,1,1,0,1,116
s__GGB9690_SGB15196,3,0.8263638387886886,0.0888888888888889,0.36072144288577157,0.0,0.3767535070140281,1,1,0,1,117
s__GGB9711_SGB15240,3,0.7813627254509018,0.09999999999999998,0.1002004008016032,0.0,0.5811623246492986,1,1,0,1,118
s__GGB3363_SGB4447,3,0.7574927633043866,0.12222222222222223,0.26853707414829664,0.0,0.36673346693386777,1,1,0,1,119
s__Clostridia_bacterium_UC5_1_1E11,3,0.6938543754175016,0.43333333333333335,0.188376753507014,0.0,0.07214428857715427,1,1,0,1,120
s__Duodenibacillus_massiliensis,3,0.6690937430416388,0.34444444444444444,0.11022044088176353,0.0,0.21442885771543085,1,1,0,1,121
s__Alistipes_finegoldii,3,0.6347297770143462,0.0,0.14629258517034072,0.25396825396825395,0.23446893787575152,0,1,1,1,122
s__GGB9724_SGB15278,3,0.5858160765976398,0.4555555555555556,0.04609218436873752,0.0,0.08416833667334667,1,1,0,1,123
s__GGB3256_SGB4303,3,0.5417501670006681,0.0,0.15631262525050105,0.33333333333333337,0.05210420841683372,0,1,1,1,124
s__GGB4683_SGB6473,3,0.5118490950154277,0.0,0.034068136272545124,0.31746031746031744,0.16032064128256518,0,1,1,1,125
s__Clostridium_sp_AF27_2AA,3,0.45828164265038007,0.0,0.2004008016032064,0.06349206349206349,0.1943887775551102,0,1,1,1,126
s__Negativibacillus_massiliensis,2,1.973947895791583,0.0,0.9739478957915831,0.0,1.0,0,1,0,1,127
s__GGB9758_SGB15368,2,1.9218436873747495,0.0,0.9318637274549099,0.0,0.9899799599198397,0,1,0,1,128
s__Dysosmobacter_sp_BX15,2,1.911823647294589,0.0,0.9278557114228457,0.0,0.9839679358717435,0,1,0,1,129
s__Coprococcus_comes,2,1.87374749498998,0.0,0.8777555110220441,0.0,0.9959919839679359,0,1,0,1,130
s__Oscillospiraceae_bacterium_Marseille_Q3528,2,1.8036072144288577,0.0,0.9098196392785571,0.0,0.8937875751503006,0,1,0,1,131
s__Dorea_formicigenerans,2,1.7975951903807617,0.0,0.8917835671342685,0.0,0.905811623246493,0,1,0,1,132
s__Eubacterium_sp_AF34_35BH,2,1.7935871743486973,0.0,0.811623246492986,0.0,0.9819639278557114,0,1,0,1,133
s__GGB2983_SGB3965,2,1.7735470941883769,0.0,0.8396793587174349,0.0,0.9338677354709419,0,1,0,1,134
s__GGB9619_SGB15066,2,1.753507014028056,0.0,0.8216432865731462,0.0,0.9318637274549099,0,1,0,1,135
s__Clostridium_sp_AF36_4,2,1.7374749498997997,0.0,0.8236472945891784,0.0,0.9138276553106213,0,1,0,1,136
s__Phocaeicola_massiliensis,2,1.6953907815631264,0.0,0.9078156312625251,0.0,0.7875751503006012,0,1,0,1,137
s__GGB9621_SGB15073,2,1.6953907815631264,0.0,0.9238476953907816,0.0,0.7715430861723447,0,1,0,1,138
s__Butyrivibrio_crossotus,2,1.6873747494989981,0.0,0.7094188376753507,0.0,0.9779559118236473,0,1,0,1,139
s__Ruminococcus_sp_BSD2780120874_150323_B10,2,1.687374749498998,0.0,0.6993987975951903,0.0,0.9879759519038076,0,1,0,1,140
s__GGB9712_SGB15244,2,1.6767821356999715,0.0,0.8196392785571143,0.8571428571428572,0.0,0,1,1,0,141
s__Clostridiaceae_unclassified_SGB4771,2,1.6713426853707416,0.0,0.7975951903807615,0.0,0.87374749498998,0,1,0,1,142
s__GGB4605_SGB6376,2,1.657314629258517,0.0,0.7274549098196392,0.0,0.9298597194388778,0,1,0,1,143
s__GGB9677_SGB53522,2,1.655310621242485,0.0,0.6633266533066132,0.0,0.9919839679358717,0,1,0,1,144
s__Paraprevotella_clara,2,1.653306613226453,0.0,0.8617234468937875,0.0,0.7915831663326653,0,1,0,1,145
s__GGB2970_SGB3952,2,1.6152304609218437,0.0,0.6793587174348698,0.0,0.935871743486974,0,1,0,1,146
s__GGB9762_SGB15377,2,1.5931863727454911,0.0,0.6693386773547094,0.0,0.9238476953907816,0,1,0,1,147
s__GGB3189_SGB4212,2,1.565130260521042,0.0,0.7595190380761523,0.0,0.8056112224448898,0,1,0,1,148
s__Butyricimonas_virosa,2,1.559118236472946,0.0,0.779559118236473,0.0,0.779559118236473,0,1,0,1,149
s__Bacteroides_xylanisolvens,2,1.5490981963927855,0.0,0.6012024048096192,0.0,0.9478957915831663,0,1,0,1,150
s__GGB9765_SGB15382,2,1.5390781563126252,0.0,0.7755511022044088,0.0,0.7635270541082164,0,1,0,1,151
s__GGB58485_SGB80143,2,1.5370741482965933,0.0,0.6753507014028056,0.0,0.8617234468937875,0,1,0,1,152
s__Dialister_invisus,2,1.5370741482965933,0.0,0.7214428857715431,0.0,0.8156312625250501,0,1,0,1,153
s__GGB3486_SGB4658,2,1.535070140280561,0.0,0.6312625250501003,0.0,0.9038076152304609,0,1,0,1,154
s__Alistipes_putredinis,2,1.535070140280561,0.0,0.56312625250501,0.0,0.9719438877755511,0,1,0,1,155
s__Candidatus_Gastranaerophilales_bacterium,2,1.5190380761523046,0.0,0.5791583166332666,0.0,0.9398797595190381,0,1,0,1,156
s__Alistipes_sp_AF17_16,2,1.5190380761523046,0.0,0.6192384769539079,0.0,0.8997995991983968,0,1,0,1,157
s__GGB9710_SGB15239,2,1.5110220440881763,0.0,0.7134268537074149,0.0,0.7975951903807615,0,1,0,1,158
s__Clostridium_symbiosum,2,1.5099977733244265,0.6222222222222222,0.8877755511022044,0.0,0.0,1,1,0,0,159
s__Bilophila_wadsworthia,2,1.5090180360721441,0.0,0.7895791583166333,0.0,0.719438877755511,0,1,0,1,160
s__GGB9646_SGB15123,2,1.4889779559118237,0.0,0.7334669338677355,0.0,0.7555110220440882,0,1,0,1,161
s__Clostridium_sp_AM33_3,2,1.4849699398797593,0.0,0.6593186372745491,0.0,0.8256513026052104,0,1,0,1,162
s__Clostridium_sp_AF20_17LB,2,1.470941883767535,0.0,0.4769539078156313,0.0,0.9939879759519038,0,1,0,1,163
s__GGB9291_SGB14248,2,1.464929859719439,0.0,0.657314629258517,0.0,0.8076152304609219,0,1,0,1,164
s__GGB51441_SGB71759,2,1.4629258517034067,0.0,0.6973947895791583,0.0,0.7655310621242485,0,1,0,1,165
s__Parabacteroides_distasonis,2,1.4609218436873748,0.0,0.6032064128256514,0.0,0.8577154308617234,0,1,0,1,166
s__GGB3277_SGB4327,2,1.4488977955911824,0.0,0.531062124248497,0.0,0.9178356713426854,0,1,0,1,167
s__GGB9361_SGB14336,2,1.4468937875751502,0.0,0.8256513026052104,0.0,0.6212424849699398,0,1,0,1,168
s__Coprococcus_eutactus,2,1.4448897795591182,0.0,0.5651302605210421,0.0,0.8797595190380761,0,1,0,1,169
s__Lachnospiraceae_bacterium_OM04_12BH,2,1.4308617234468937,0.0,0.5350701402805611,0.0,0.8957915831663327,0,1,0,1,170
s__GGB9502_SGB14899,2,1.4288577154308617,0.0,0.7695390781563126,0.0,0.6593186372745491,0,1,0,1,171
s__GGB9581_SGB14999,2,1.4228456913827656,0.0,0.905811623246493,0.0,0.5170340681362726,0,1,0,1,172
s__Ruminococcus_callidus,2,1.4188376753507015,0.0,0.7314629258517034,0.0,0.687374749498998,0,1,0,1,173
s__Ruminococcus_bicirculans,2,1.4188376753507013,0.0,0.7034068136272544,0.0,0.7154308617234468,0,1,0,1,174
s__Ruminococcus_torques,2,1.408817635270541,0.0,0.7234468937875751,0.0,0.685370741482966,0,1,0,1,175
s__Anaerobutyricum_hallii,2,1.408817635270541,0.0,0.7655310621242485,0.0,0.6432865731462926,0,1,0,1,176
s__Eubacterium_ramulus,2,1.4068136272545089,0.0,0.46292585170340683,0.0,0.9438877755511021,0,1,0,1,177
s__Veillonella_parvula,2,1.3987975951903806,0.0,0.7354709418837675,0.0,0.6633266533066132,0,1,0,1,178
s__GGB3730_SGB5060,2,1.3947895791583167,0.0,0.7254509018036073,0.0,0.6693386773547094,0,1,0,1,179
s__Clostridium_SGB6173,2,1.3947895791583167,0.0,0.5390781563126252,0.0,0.8557114228456913,0,1,0,1,180
s__Holdemania_filiformis,2,1.3927855711422845,0.0,0.6913827655310621,0.0,0.7014028056112225,0,1,0,1,181
s__GGB3478_SGB4643,2,1.3867735470941884,0.0,0.9258517034068137,0.0,0.46092184368737477,0,1,0,1,182
s__GGB9778_SGB15398,2,1.3847695390781563,0.0,0.591182364729459,0.0,0.7935871743486974,0,1,0,1,183
s__GGB9253_SGB14199,2,1.3787575150300602,0.0,0.42084168336673344,0.0,0.9579158316633266,0,1,0,1,184
s__GGB3654_SGB4965,2,1.376753507014028,0.0,0.5170340681362726,0.0,0.8597194388777555,0,1,0,1,185
s__GGB9696_SGB15212,2,1.372745490981964,0.0,0.5551102204408818,0.0,0.8176352705410822,0,1,0,1,186
s__GGB9707_SGB15229,2,1.3727454909819639,0.0,0.8376753507014028,0.0,0.5350701402805611,0,1,0,1,187
s__Streptococcus_parasanguinis,2,1.3607214428857715,0.0,0.9438877755511021,0.0,0.4168336673346693,0,1,0,1,188
s__GGB9534_SGB14937,2,1.3587174348697395,0.0,0.5210420841683367,0.0,0.8376753507014028,0,1,0,1,189
s__GGB9602_SGB15028,2,1.3547094188376754,0.0,0.7434869739478958,0.0,0.6112224448897796,0,1,0,1,190
s__Anaeromassilibacillus_sp_An250,2,1.3507014028056112,0.0,0.6332665330661322,0.0,0.717434869739479,0,1,0,1,191
s__GGB4567_SGB6308,2,1.346693386773547,0.0,0.4829659318637275,0.0,0.8637274549098196,0,1,0,1,192
s__Clostridiaceae_bacterium_AF18_31LB,2,1.344689378757515,0.0,0.6092184368737474,0.0,0.7354709418837675,0,1,0,1,193
s__Clostridium_SGB4909,2,1.3431307058561568,0.0,0.7875751503006012,0.5555555555555556,0.0,0,1,1,0,194
s__GGB3111_SGB4123,2,1.3306613226452906,0.0,0.655310621242485,0.0,0.6753507014028056,0,1,0,1,195
s__Eubacterium_SGB4961,2,1.314629258517034,0.0,0.4949899799599199,0.0,0.8196392785571143,0,1,0,1,196
s__Ruminococcaceae_bacterium_AM28_23LB,2,1.3126252505010019,0.0,0.6452905811623246,0.0,0.6673346693386774,0,1,0,1,197
s__Alistipes_shahii,2,1.3026052104208417,0.0,0.9619238476953907,0.0,0.3406813627254509,0,1,0,1,198
s__GGB4604_SGB6369,2,1.2925851703406814,0.0,0.43887775551102204,0.0,0.8537074148296593,0,1,0,1,199
s__GGB9345_SGB14311,2,1.2905811623246493,0.0,0.5771543086172345,0.0,0.7134268537074149,0,1,0,1,200
