sample_id,label,g__Pyramidobacter,g__Alistipes,g__Parabacteroides,g__Phocaeicola,g__Collinsella,g__Bacteroides,g__Gemmiger,g__Oscillospiraceae_unclassified,g__Odoribacter,g__Phascolarctobacterium,g__Vescimonas,g__Ruthenibacterium,g__GGB9715,g__Ruminococcus,g__Blautia,g__Evtepia,g__Anaerobutyricum,g__Butyricimonas,g__Faecalibacterium,g__Hungatella,g__Desulfovibrio,g__Mediterraneibacter,g__Christensenella,g__GGB9760,g__Lentihominibacter,g__Clostridium,g__Ligilactobacillus,g__Eggerthella,g__Dorea,g__Anaerotruncus,g__Raoultibacter,g__Candidatus_Cibionibacter,g__Streptococcus,g__Erysipelatoclostridium,g__GGB3433,g__Bilophila,g__Coprococcus,g__Escherichia,g__Eubacteriaceae_unclassified,g__GGB3653,g__Wujia,g__Romboutsia,g__GGB3345,g__Limosilactobacillus,g__Agathobaculum,g__Bifidobacterium,g__Roseburia,g__Intestinimonas,g__Candidatus_Nanosynsacchari,g__Segatella,g__GGB41458,g__Lachnoclostridium,g__Lachnospiraceae_unclassified,g__Faecalibacillus,g__Anaerofustis,g__Faecalicatena,g__Lachnospira,g__Eubacterium,g__Coprobacillus,g__Candidatus_Saccharibacteria_unclassified,g__Anaerostipes,g__Fusicatenibacter,g__GGB2998,g__GGB12798,g__Enterococcus,g__Provencibacterium,g__Lactobacillus,g__Holdemania,g__GGB3061,g__Coprobacter,g__Oscillibacter,g__Dysosmobacter,g__Simiaoa,g__Enterocloster,g__Emergencia,g__Brotolimicola,g__Intestinibacter,g__Parascardovia,g__Megamonas,g__Fumia,g__GGB2848,g__Wansuia,g__GGB3632,g__Flavonifractor,g__Actinomyces,g__Clostridiaceae_unclassified,g__Parasutterella,g__GGB4456,g__Lancefieldella,g__Neobittarella,g__Schaalia,g__Mogibacterium,g__GGB4683,g__GGB3256,g__GGB9342,g__Gordonibacter,g__Paraprevotella,g__GGB9699,g__GGB4578,g__GGB9634,g__GGB9730,g__Turicibacter,g__Sutterella,g__Klebsiella,g__GGB9365,g__Oliverpabstia,g__Anaerotignum,g__GGB51441,g__GGB9770,g__Anaeromassilibacillus,g__GGB2982,g__GGB9707,g__Eubacteriales_unclassified,g__Tyzzerella,g__Massilioclostridium,g__Hydrogeniiclostridium,g__GGB9614,g__GGB9524,g__Haemophilus,g__Lacrimispora,g__GGB9561,g__Pseudoflavonifractor,g__GGB33586,g__GGB35068,g__Jingyaoa,g__GGB2653,g__Clostridia_unclassified,g__GGB52130,g__Veillonella,g__Lawsonibacter,g__Bacteria_unclassified,g__GGB9616,g__GGB4552,g__GGB9501,g__Enterobacter,g__GGB3444,g__Anaerofilum,g__GGB3304,g__Massiliimalia,g__Lactonifactor,g__GGB9646,g__GGB36267,g__Granulicatella,g__GGB3005,g__GGB9719,g__Lachnotalea,g__GGB3619,g__Akkermansia,g__GGB3109,g__GGB9512,g__Barnesiella,g__GGB3363,g__Megasphaera,g__Jutongia,g__GGB9747,g__GGB9559,g__Hydrogenoanaerobacterium,g__Phocea,g__GGB9766,g__GGB9359,g__Actinobaculum,g__Propionibacterium,g__GGB33469,g__Zhenpiania,g__GGB58233,g__GGB9531,g__Dialister,g__Faecalimonas,g__GGB9759,g__GGB3740,g__Lactococcus,g__Amedibacillus,g__GGB12785,g__Gemella,g__GGB3278,g__GGB4684,g__Adlercreutzia,g__GGB9635,g__GGB9758,g__GGB9708,g__Mesosutterella,g__Allisonella,g__GGB51647,g__Rothia,g__GGB13493,g__GGB9627,g__GGB13404,g__GGB51959,g__GGB9595,g__GGB9813,g__GGB9593,g__Senegalimassilia,g__GGB9602,g__Oxalobacter,g__GGB9597,g__Eisenbergiella,g__GGB3321,g__GGB9790,g__GGB3612,g__GGB9502,g__Citrobacter,g__GGB9534,g__GGB2980,g__GGB9444,g__Dielma,g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified,g__Negativibacillus,g__GGB9590,g__Peptostreptococcus,g__Bittarella,g__GGB3537,g__GGB45613,g__Cuneatibacter,g__GGB9781,g__GGB4585,g__GGB4605,g__GGB3277,g__Sellimonas,g__GGB3175,g__Longicatena,g__GGB9302,g__Weissella,g__GGB9345,g__Cloacibacillus,g__GGB51884,g__GGB3818,g__GGB36331,g__GGB9712,g__Scardovia,g__Leuconostoc,g__Corynebacterium,g__GGB3550,g__Holdemanella,g__Massilimicrobiota,g__Fusobacterium,g__Butyricicoccus
CRR1012755,1,0.00273,0.16536,0.047909999999999994,0.57487,2.67726,0.6280399999999999,0.0,0.0,0.01098,0.16407,0.0,24.13442,0.0,12.72723,6.681920000000001,0.52404,2.18156,0.00412,2.48124,0.77089,0.0,1.3361800000000001,0.19035,0.0,0.0,1.4236399999999998,0.0,0.6129800000000001,2.42255,0.01309,3.17087,0.0,0.34739,1.9433500000000001,0.0,0.00459,0.30344,0.07773,0.0,0.0,0.0,1.55474,0.0,0.0,2.35284,0.58079,2.4045400000000003,0.0,0.09633,0.0,0.0,0.64469,0.0,0.0,0.0,0.24539,0.0,0.9313899999999999,0.01953,0.37817999999999996,0.5881,0.05938,0.20737,0.01631,0.00627,0.0,0.0,1.00259,0.19291,0.0,0.02153,0.27573,0.0,2.5657900000000002,0.0,0.67147,0.37295,0.0,0.0385,0.83861,0.0,0.14018,0.0,0.01953,0.10813,0.00377,0.0,0.12605,0.0,0.01827,0.19659,0.05397,0.0,0.0,0.0,0.28054,0.0,0.0,0.0,0.0,0.0,0.25029999999999997,0.03261,0.00624,0.0,0.0,0.0,0.0,0.0,0.50778,0.0,0.0,0.0,0.02353,0.00089,0.0,0.0,0.0,0.00275,0.01808,0.0,0.0,0.0,0.0,0.0,0.0,0.07349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011770000000000001,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01476,0.01182,0.0,1.48923,0.01167,0.0,0.0,0.02698,0.0,0.0,0.0,0.0,0.03763,0.05946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0401,0.0,0.0,0.01624,0.01949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0187,0.0,0.0,0.0,0.0,0.0
CRR1012757,1,0.0,0.1358,0.01367,0.12479,1.9032,0.06702,1.34594,0.15186,0.37741,0.0,0.27175,0.17665,0.0,1.73962,6.911569999999999,0.236,4.15135,0.01256,3.27463,0.0,0.0,0.6348000000000001,0.07824,0.66612,0.51063,0.45633,0.01259,0.0,2.43866,0.0058,0.05698,1.6499,1.11003,0.0,0.0,0.0,2.8658599999999996,0.0,0.11783,0.20771,0.0,0.18055,0.0,0.16127,0.43359,9.30799,1.77169,0.00284,0.00102,3.02322,0.07857,0.00439,9.35795,0.72862,0.00125,0.00094,0.34268,0.15408,0.0,0.0,3.22156,0.13648,0.0,0.0,0.0,0.0,0.0812,0.0,0.0,0.0,0.5465899999999999,0.04564,3.39746,0.0,0.0,0.23902,0.04383,0.13759,0.5709,0.0,0.0,0.06563,0.0,0.00958,0.23398000000000002,1.09771,0.0,0.081,0.01488,0.00188,0.0,0.0,3.52168,0.0,0.50741,0.02368,0.02915,0.02491,0.0,0.0,0.55707,0.0,0.02525,0.0,0.0,0.17796,0.02407,0.03678,0.0,0.01411,0.0,0.20917,0.026979999999999997,0.0,0.0,0.01035,0.02326,0.03242,0.0,0.0,0.0,0.0,0.0,0.00899,0.0,0.00037,0.00052,0.0,0.00181,0.01755,0.0,0.00871,0.0,0.0,0.00817,0.0,0.00148,1.10132,0.0,0.00525,0.0,0.0,0.0,0.0,0.01639,0.0,0.15755,0.0,0.0,0.0,0.0,0.0,0.00255,0.05469,0.0,0.02643,0.0,0.0,0.10301,0.0,0.0,0.00188,0.11332,0.0,0.00033,0.0,0.0,0.0,0.03758,0.07382,0.0,0.0,0.0,0.0,2.15686,0.0,0.00069,0.0,0.71782,0.56304,0.0,0.0,7.71961,0.0,0.20002,0.0,0.0,0.01799,0.0,0.03375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55828,0.0,0.0,0.0,0.0,0.58654,0.36057,0.00106,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012766,0,0.0,0.0,1.51127,10.69661,0.08374,21.29643,0.0,0.0,0.0,0.75754,0.0,5.08698,0.0,2.2442800000000003,10.86366,0.0,0.0,0.0,0.46894,0.0,0.0,0.5264599999999999,0.0,0.0,0.0,0.056350000000000004,0.0,0.27578,0.31587,0.0,0.0,0.0,0.18656000000000003,0.85386,0.0,0.0,0.5689,0.09653,0.01462,0.0,0.0,0.48766,0.0,0.0,0.75891,6.80746,0.8263999999999999,0.0,0.0,0.0,0.0,0.0,3.44424,0.22204,0.0,2.49152,0.35432,0.0,0.0,0.00282,4.394889999999999,2.09801,0.0,0.0,0.06884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08219,0.0,0.11255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5331,0.0,6.71198,0.07733,0.0,0.0,0.0,0.00688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03781,0.0,0.0,0.0,0.22655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85141,0.0,0.0,0.0,0.0,0.0,0.0,0.1585,0.0,0.07564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46221,0.0
CRR1012768,1,0.0,0.02196,0.02085,0.05497,3.48141,0.23956,0.1425,0.00136,0.0,0.0,0.0,0.05547,0.0,5.338549999999999,9.148679999999999,0.0,17.23208,0.0,0.26507,0.0,0.0,0.47961,0.1177,0.0,0.0,0.10184,0.0,0.0748,0.0648,0.0,0.18673,5.47582,0.25894,0.14327,0.58067,0.0,0.32613000000000003,0.12365,0.0,0.0,0.0,0.42036,0.02744,0.0,0.38136,35.167500000000004,1.62756,0.0,0.0,0.0,0.0,0.0,0.09508,0.43677,0.02467,0.0,0.06647,3.8281300000000003,0.00383,0.0,2.63693,0.34424,0.0,0.0,0.0,0.0,0.0,0.0,0.03322,0.0,0.08715,0.02803,0.0,0.08506,0.0,0.06789,0.30833,0.0,0.0,0.0,0.0,0.0,0.0,0.03066,0.0,0.47512,0.0,0.00849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066300000000000005,0.0,0.01394,0.0,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,0.0,0.0,2.63909,0.05976,0.0,0.0,0.00298,0.0,0.0,0.0,0.0,0.0,0.0,0.00228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01141,0.0,0.02117,0.0,0.1907,0.0,0.0,0.0,0.0,0.0,0.0,0.05264,0.0,0.04019,1.16478,0.00583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24497,0.0,0.01647,0.15492,0.0,0.0,0.01408,0.0,0.0,0.0,0.00664,0.0,0.0,1.86992,0.0,0.0,0.0,0.0,0.0,0.0,0.00221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00655,0.15558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03082,0.00022,0.0,0.10523,0.0,0.0,0.0,0.07956,0.0,0.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0
CRR1090621,1,0.0,1.63114,10.05653,0.0,0.0,36.198969999999996,0.00023,0.0,1.00351,0.93662,0.0,0.9998,0.00509,0.59222,2.6878,0.30243,0.23939,1.14019,6.13108,0.72151,0.0,6.718299999999999,0.0717,0.0,0.26262,0.70248,0.0,1.53925,0.0,0.28107,0.012029999999999999,0.0,0.4883,1.1653,0.0,0.25079,0.0,1.50052,0.0,0.0,0.0,0.00404,0.0,0.0,0.76114,4.3911999999999995,0.0,0.0,0.0,0.0,0.0,0.43213999999999997,0.0,0.0,0.01212,0.0245,0.0,0.0,0.04331,0.0,0.17739,0.0,0.0,0.00066,0.0,0.0,0.00205,0.028,0.0,0.0,0.0,0.65683,0.0,1.3617400000000002,0.0,0.0,0.04566,0.0,0.0,0.0,0.0,0.01045,0.0,0.6135,0.00028,0.0065,0.01502,0.0,0.0,0.00242,0.0,0.00638,0.0,0.0,0.0,0.01219,0.0,0.0,0.0,0.0,0.0,0.01298,0.0,0.0,0.0,0.0,0.00316,0.0,0.0,0.0,0.0,0.0,0.85815,0.0,0.0,0.02396,0.0,0.0,0.00472,0.0,0.0,0.04449,0.0,0.0,0.0,0.0,0.00593,0.01018,0.02207,0.06257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14204,0.0,4.5983,0.0,0.0,0.0,0.0,0.0,0.17507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00822,0.0,0.00689,0.0,0.0,0.0,0.1777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02929,0.0,0.0,0.0,0.0,0.0,0.0,0.00059,0.0,0.0,0.0,0.0,0.0,0.76454,0.0,0.0,0.0,0.0,0.00103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23199,0.0,3.0204,0.0,0.0,0.0,0.02641,0.0,1.68895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04303,0.61536,0.0
CRR1090622,1,0.0,6.10493,0.43684,6.40317,0.0,4.25563,5.86,7.68095,0.06525,4.48839,0.08792,0.27378,0.9795,0.70329,1.7493800000000004,0.23453,0.02896,0.0228,1.5485699999999998,0.0,0.0,0.36977,0.03425,0.07816,0.04345,0.66101,0.00128,0.01941,1.90716,0.00585,0.00186,4.3114,0.14261000000000001,0.0,0.0,0.08141,3.68546,0.00214,0.24226,0.39972,0.10742,0.02586,0.0,0.09104000000000001,3.23147,0.07295,6.56629,0.00493,0.04901,0.00144,0.01989,0.0,5.39013,0.050039999999999994,0.0,0.71745,0.30306999999999995,0.42655,0.0,0.00821,0.08496,0.64464,0.0,0.0045,0.0,0.01612,0.04348,0.00864,0.0,0.0,5.0623,0.00716,0.19582,0.31919000000000003,0.0,0.20647,0.0,0.0,0.0,0.0,0.0,0.00524,0.0,0.02018,0.01956,2.78326,0.16357,0.0,0.0,0.0084,0.00203,0.0,0.25333,0.00847,0.00334,0.06033,0.05475,0.01889,0.0,0.0,0.49262,0.0,0.0,0.0231,0.08057,0.00132,0.16255,0.00424,0.0,0.0,0.09309,0.07508,0.00844,0.0,0.0,0.00027,0.0,0.00565,0.08755,0.00421,0.17072,0.0038,0.0,0.01329,0.0,0.00414,0.04868,0.00729,0.10208,0.02377,0.04287,0.18054,0.32411,0.0,0.0,0.0,0.0,0.0,0.00789,0.0,0.00303,0.00994,0.0,0.0,0.0,0.0,0.01302,0.22771,0.0,0.24359,0.66009,0.00687,0.0,0.40901,0.13109,0.0,0.0,0.00427,0.04912,0.0,0.0,0.0,0.01457,0.03574,0.0,0.00386,0.01315,0.0,0.0,0.01428,0.0,0.0,0.00282,0.0,0.0,0.0,0.11567,0.0,4.47628,1.34991,0.0,0.0,0.05632,0.0,0.0,0.0,0.0,0.0,0.41569,2.45237,0.0,0.0,0.07982,0.03786,0.0,0.00622,0.00288,0.0,0.13105,0.17448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02043,0.03767,0.0,0.0,0.76306,0.0,0.00507,0.0,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1090623,0,0.0,0.05475,0.06614,1.11395,0.89585,0.24283,4.00924,0.0,0.0,0.44107,0.0,0.253,0.0,4.4061900000000005,6.622969999999999,0.0,1.60668,0.0,3.5872,0.0,0.0,4.301850000000001,0.0,0.0,0.0,1.23572,0.01539,0.47341,3.23036,0.0,0.0,0.00769,4.96238,0.20838,0.0,0.0,1.8027900000000001,0.03196,0.06094,0.0014,0.0,0.08446,0.0,0.07535,4.48354,3.01138,17.977249999999998,0.0,0.02283,0.0,0.0,0.0,13.31274,0.89284,0.00027,1.9257000000000002,0.2595,1.51843,0.0,0.00305,5.470899999999999,2.21005,0.0,0.00336,0.0,0.0,0.01083,0.0,0.0,0.0,0.0,0.03714,0.00042,0.02335,0.0,0.11753,0.30113,0.0,0.0,0.0,0.0,0.0,0.0,0.35304,0.00774,1.21216,0.03688,0.3865,0.0,0.0,0.00182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00533,0.0,0.58036,0.0,0.0,0.00694,0.15147,0.0,0.0,0.0,0.0,0.16337,0.02536,0.0,0.0,0.0,0.0,0.85652,0.03118,0.00845,0.02795,0.0,0.0,0.0,0.0,0.37749,0.0,2.8172099999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019049999999999997,0.0,0.0,0.0,0.0,0.0,1.15086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0,0.0,0.00752,0.01057,0.0,0.02086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0,0.02219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04247,0.0,0.0,0.0,0.00428,0.0,0.0,0.0,0.0,0.0
CRR1090624,1,0.0,0.0591,0.00405,0.40716,11.68302,0.53759,3.2904,0.0,0.00147,0.00647,0.00048,0.00103,0.00421,9.025039999999999,11.620709999999999,0.00198,12.50609,0.0,0.89422,0.0,0.0,2.38862,0.0,0.00324,0.0,1.4283200000000003,0.0,0.4698,1.7937400000000001,0.0,0.0,0.04098,0.59709,0.0,0.0,0.0,1.10935,0.0201,0.0,0.0,0.0,0.01975,0.0,0.0,3.05806,12.75984,0.03202,0.0,0.01253,0.00262,0.0,0.0,0.8483599999999999,3.26506,0.0,2.84614,0.17645,0.73311,0.0,0.07756,7.17443,8.12303,0.0,0.00858,0.0,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.00819,0.0,0.0,0.00327,0.0,0.0,0.27705,0.0,0.0,0.0,0.0,0.01444,0.022789999999999998,0.9660899999999999,0.0,0.0,0.0,0.0,0.10121,0.0005,0.0,0.01601,0.0,0.01898,0.0,0.0,0.0,0.0,0.01568,0.0,0.0,0.06401000000000001,0.0,0.22614,0.00025,0.1041,0.0,0.0,0.0,0.0,0.03588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00382,0.0,0.0,0.0,0.01505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00898,0.0,0.0,0.0,0.0,0.0,0.10658,0.0,0.01284,0.03143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00079,0.01364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03211,0.0,0.01354,0.00465,0.0,0.00379,0.07848,0.00033,0.02587,0.0,0.0,0.0,0.0,0.01557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00406,0.0,0.0,0.0,0.00033,0.0,0.0,0.02279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00176,0.0,0.01386,0.0,0.0,0.0
CRR1090627,0,0.0,16.50715,0.24085,4.68184,2.86282,4.4278900000000005,4.65752,1.99741,0.23773,0.0,0.00586,0.50692,0.0,2.96258,4.093699999999999,0.34002,1.28476,0.0,5.26386,9e-05,0.0,1.2257399999999998,0.0,0.05966,0.18788,0.19018000000000002,0.0,0.09504,1.0166300000000001,0.02585,0.20381,5.5231,3.33364,0.0249,0.0,0.06023,0.59126,0.11446,0.88538,0.0,0.0,0.04856,0.33069,0.0,0.46745,5.21249,2.03864,0.11108,0.00366,1.76421,0.1503,0.00147,0.7889,0.03476,0.0,0.46753999999999996,0.11413999999999999,0.29959,0.0,0.00283,0.8164399999999999,1.47561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32846,0.01371,0.27202,0.024990000000000002,0.0,0.03401,0.00715,0.0,0.0,0.0,0.0,0.0,0.0,0.05265,0.001,0.8187,0.04561,0.0,0.0,0.0,0.033389999999999996,0.00295,0.0,0.0,0.05113,0.04869,0.25496,0.11608,0.0,0.0,0.26139,0.01151,0.0,0.19385,0.0,0.13511,0.11950999999999999,0.0,0.0,0.0,0.0,0.0,0.030289999999999997,0.0,0.00018,0.0,0.03934,0.0,0.01959,0.00441,0.0,0.02788,0.0,0.00378,0.0,0.0,0.04542,0.0,0.50913,0.08921,0.07048,0.31503,0.0,0.0,0.15802,0.03287,0.0,0.21657,0.00387,0.01157,0.0,0.0,0.01273,0.0,0.05694,0.0,0.0,1.20462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10212,0.01469,0.0,0.0,0.00693,0.0,0.0,0.0,0.00014,0.0,11.0098,0.0,0.0,0.0,0.00449,0.0,0.0,0.00618,0.0,0.0,0.0,0.50529,0.61647,0.0,0.05427,0.0,0.0,0.01533,0.0,0.01933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00424,0.03032,0.0,0.0,0.0,0.01328,0.00027,0.0,0.0,0.0,0.0,0.1162,0.0,0.0,0.0,0.0,0.0,0.00432,0.0,0.0,0.0,1.04424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00064,0.0,0.0,0.0,0.0,0.0
CRR1090628,0,0.0,17.337790000000002,1.0426199999999999,4.46776,0.35831,9.511040000000001,0.42773000000000005,0.72798,0.74863,0.0,0.02246,0.1267,0.71057,0.35588000000000003,3.72613,0.31419,2.05834,0.33773,4.04597,0.0,0.27658,1.5968600000000002,0.01807,0.03485,0.11514999999999999,0.13679,0.05381,0.0,1.36545,0.04218,0.00806,0.11508,5.21167,0.0,0.0,0.20149,0.6854,0.00387,0.27777,0.2288,1.36403,0.0,0.2211,0.0,0.282,0.06009,2.11097,0.03097,0.0033,2.55814,0.0,0.0,0.74922,0.05193,0.00024,0.12447,0.17567999999999998,0.21049999999999996,0.01103,0.01375,0.71551,0.6699400000000001,0.01061,0.00188,0.0,0.00462,0.0,0.01298,0.0,0.19428,3.10348,0.00775,0.01485,0.20334,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.00636,0.02215,0.09847,0.01501,0.16267,0.0,0.0,0.03251,0.0,0.00954,0.00087,0.34005,0.07549,0.9925,0.00213,0.08384,0.01386,0.16559,0.05142,0.12262,0.0,0.19513,0.16332,0.0,0.06086,0.15012,0.04943,0.0,0.0,0.0,0.00908,0.00438,0.0,0.0,0.0,0.00916,0.0,0.00909,0.0,0.00333,0.00012,0.0,0.03745,0.01449,0.01214,0.0,0.00018,0.11086,0.01761,0.00653,0.031869999999999996,0.0,0.06034,0.0,0.0,0.0,0.87964,0.0,0.0,0.0,0.0,0.00836,0.0,0.00277,0.0,0.09527,1.71532,0.12479,0.25157,0.21127,0.0,0.0,0.09095,0.97388,0.06155,0.0,0.0169,0.03454,0.0,0.00147,0.0,0.01165,0.0,0.0,0.0,0.00111,0.0,0.06827,0.00182,0.0,0.0,0.00409,0.01584,0.0,0.33302,0.29219,0.72471,0.02803,0.19137,0.0,0.03662,0.03932,0.05304,0.3265,0.19184,0.03894,0.01895,0.26157,0.0,0.01547,0.2037,0.00746,0.27875,0.01919,0.10943,0.03673,0.01018,0.05297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10394,0.0405,0.55095,0.0,0.24423,0.0,0.04645,0.10894,0.01499,0.00134,0.00071,0.0,0.0,0.20283,0.00606,0.00184,0.0,0.0,1.41548,0.0,0.0,0.0
